,Exit Trade Id,Column,Size,Entry Order Id,Entry Index,Avg Entry Price,Entry Fees,Exit Order Id,Exit Index,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
137,137,0,0.012136974385032728,273,2021-09-15 21:00:00,48166.37996448114,0.0,274,2021-09-16 03:00:00,47614.72305064096,0.0,-6.695445832604491,-0.01145315288894421,Long,Closed,137
138,138,0,0.013237791965943596,275,2021-09-21 09:00:00,43149.433806858935,0.0,276,2021-09-21 18:00:00,42197.07823975059,0.0,12.607084874988459,0.022071102285401416,Short,Closed,138
139,139,0,0.01354804085451264,277,2021-09-23 13:00:00,44022.409168833576,0.0,278,2021-09-23 20:00:00,44680.2218995806,0.0,8.9120737507792,0.014942679039309225,Long,Closed,139
140,140,0,0.01286392287722081,279,2021-10-02 05:00:00,47749.16262306538,0.0,280,2021-10-02 13:00:00,47826.02965700513,0.0,0.9888115964016606,0.0016098090462139186,Long,Closed,140
141,141,0,0.012492907414680381,281,2021-10-05 05:00:00,49325.52112758583,0.0,282,2021-10-05 10:00:00,50000.53901382016,0.0,8.432935955978678,0.013684962080548887,Long,Closed,141
142,142,0,0.010043126513635425,283,2021-10-22 04:00:00,63036.64896386764,0.0,284,2021-10-22 09:00:00,63291.171826682265,0.0,-2.5562053118599124,-0.004037696593937164,Short,Closed,142
143,143,0,0.009995312573892403,285,2021-10-25 21:00:00,62826.71254886844,0.0,286,2021-10-26 02:00:00,62730.32283261624,0.0,-0.9634453428495817,-0.001534215500727177,Long,Closed,143
144,144,0,0.009978488248110382,287,2021-10-26 11:00:00,62739.53765981365,0.0,288,2021-10-26 16:00:00,62072.99529349185,0.0,6.65108516920975,0.010623960443188548,Short,Closed,144
145,145,0,0.010829445055071288,289,2021-10-28 06:00:00,59037.91988577941,0.0,290,2021-10-28 12:00:00,61096.44738019844,0.0,-22.292710395164477,-0.03486788657868812,Short,Closed,145
146,146,0,0.009407777046105438,291,2021-11-02 23:00:00,63220.300169064394,0.0,292,2021-11-03 07:00:00,63395.35952265538,0.0,1.646919368419276,0.002769037051751325,Long,Closed,146
147,147,0,0.010201164626730383,293,2021-11-20 11:00:00,58626.27939050757,0.0,294,2021-11-20 21:00:00,59594.12783494041,0.0,9.873181315384272,0.016508781633335995,Long,Closed,147
148,148,0,0.012684858325766515,295,2021-12-04 21:00:00,48703.94877734628,0.0,296,2021-12-05 07:00:00,49288.78156163602,0.0,-7.418521012978886,-0.012007913094754262,Short,Closed,148
149,149,0,0.011962187346933315,297,2021-12-08 05:00:00,50405.96929579508,0.0,298,2021-12-08 19:00:00,50425.44382975942,0.0,0.23295802377560904,0.0003863537242990995,Long,Closed,149
150,150,0,0.0126497947422963,299,2021-12-17 05:00:00,47702.87395652083,0.0,300,2021-12-17 11:00:00,47112.48220386599,0.0,7.468334488628329,0.012376439901565684,Short,Closed,150
151,151,0,0.013365225546359393,301,2021-12-20 18:00:00,46266.95082697776,0.0,302,2021-12-20 23:00:00,46909.95020768247,0.0,-8.593831749287915,-0.01389759578298789,Short,Closed,151
152,152,0,0.01395116152364212,303,2022-01-15 02:00:00,43091.79336985812,0.0,304,2022-01-15 07:00:00,43089.183726041,0.0,-0.03640756241168219,-6.056011163684521e-05,Long,Closed,152
153,153,0,0.013582966718884783,305,2022-02-10 01:00:00,44254.5260517896,0.0,306,2022-02-10 06:00:00,43875.98360792243,0.0,-5.141729416733028,-0.008553756590324127,Long,Closed,153
154,154,0,0.013975329147241306,307,2022-02-12 12:00:00,42276.234746473856,0.0,308,2022-02-12 18:00:00,42830.28047474532,0.0,-7.7429714152167435,-0.013105370702807838,Short,Closed,154
155,155,0,0.014876477066309695,309,2022-02-25 09:00:00,38674.36828579056,0.0,310,2022-02-25 15:00:00,39411.586801540565,0.0,10.967214342413854,0.01906219929184649,Long,Closed,155
156,156,0,0.014387857692178227,311,2022-03-04 12:00:00,41512.28030751969,0.0,312,2022-03-04 19:00:00,39782.13964453804,0.0,24.893017646430962,0.041677803535843154,Short,Closed,156
157,157,0,0.016387001506803438,313,2022-03-06 05:00:00,39486.10223576453,0.0,314,2022-03-06 10:00:00,38256.20879467144,0.0,-20.15426567240013,-0.031147501815945618,Long,Closed,157
158,158,0,0.014466144884582702,315,2022-03-09 23:00:00,41942.77676128571,0.0,316,2022-03-10 07:00:00,39238.930859568536,0.0,-39.11422655982585,-0.06446511438920512,Long,Closed,158
159,159,0,0.013442409907848571,317,2022-03-10 21:00:00,39317.49113395432,0.0,318,2022-03-11 05:00:00,38771.74027036288,0.0,7.336206815958462,0.013880612619255642,Short,Closed,159
160,160,0,0.01317596160312756,319,2022-03-21 01:00:00,41226.15581042643,0.0,320,2022-03-21 09:00:00,41330.44294579615,0.0,-1.3740832913315444,-0.002529635211424223,Short,Closed,160
161,161,0,0.012564466413576454,321,2022-03-24 05:00:00,43013.850459745285,0.0,322,2022-03-24 10:00:00,43003.987748058455,0.0,-0.12391970973590105,-0.0002292915324112891,Long,Closed,161
162,162,0,0.014233561916525863,323,2022-05-01 06:00:00,37952.42843419266,0.0,324,2022-05-01 13:00:00,37922.08937948971,0.0,0.43183281360325054,0.0007993969280662087,Short,Closed,162
163,163,0,0.016150356333277213,325,2022-05-09 09:00:00,33501.54600075085,0.0,326,2022-05-09 16:00:00,31691.98219955545,0.0,29.225100197105405,0.054014337163868456,Short,Closed,163
164,164,0,0.020512644621973875,327,2022-05-12 01:00:00,29226.46577612896,0.0,328,2022-05-12 06:00:00,27113.29935336813,0.0,43.346631857180796,0.07230318023901426,Short,Closed,164
165,165,0,0.023255970372804,329,2022-05-14 00:00:00,29506.632436152355,0.0,330,2022-05-14 11:00:00,29073.39575433129,0.0,-10.075339436842683,-0.014682688129813645,Long,Closed,165
166,166,0,0.02229639707659378,331,2022-05-16 23:00:00,29872.749779913975,0.0,332,2022-05-17 06:00:00,30529.992110382937,0.0,-14.654135975681925,-0.02200140045061691,Short,Closed,166
167,167,0,0.02103557553219582,333,2022-05-19 20:00:00,30269.97849128305,0.0,334,2022-05-20 01:00:00,30474.67720498348,0.0,4.3059552533886745,0.006762433404416706,Long,Closed,167
168,168,0,0.022381129983093415,335,2022-05-27 10:00:00,28834.930582397094,0.0,336,2022-05-27 15:00:00,28850.39257007367,0.0,-0.3460567559864103,-0.0005362242032243336,Short,Closed,168
169,169,0,0.02217393950555208,337,2022-06-11 09:00:00,29073.147590427747,0.0,338,2022-06-11 23:00:00,28424.510703748256,0.0,14.382835086300702,0.022310514699586715,Short,Closed,169
170,170,0,0.02975266141434156,339,2022-06-14 06:00:00,22634.341066178426,0.0,340,2022-06-14 11:00:00,21996.542707111654,0.0,18.976198627936242,0.02817834887271385,Short,Closed,170
171,171,0,0.03554568727409825,341,2022-06-29 12:00:00,20013.23755112716,0.0,342,2022-06-29 18:00:00,20052.66169124182,0.0,-1.4013581555659584,-0.001969903171035924,Short,Closed,171
172,172,0,0.0356005976058485,343,2022-07-12 16:00:00,19903.642485683085,0.0,344,2022-07-12 23:00:00,19328.69393023784,0.0,20.468512166470077,0.028886599820048663,Short,Closed,172
173,173,0,0.03605856160895711,345,2022-07-15 17:00:00,20786.14780824286,0.0,346,2022-07-15 22:00:00,20890.76136281155,0.0,3.772214302547127,0.005032849546427527,Long,Closed,173
174,174,0,0.03274429890013706,347,2022-07-21 20:00:00,23120.45288464977,0.0,348,2022-07-22 02:00:00,22987.287812845723,0.0,4.3603969142099,0.0057596221176297825,Short,Closed,174
175,175,0,0.03310676717023748,349,2022-07-28 14:00:00,23130.73366095247,0.0,350,2022-07-29 02:00:00,23780.289485284164,0.0,21.504693440221217,0.028081937817140183,Long,Closed,175
176,176,0,0.03486355654291222,351,2022-08-01 16:00:00,23198.81506279653,0.0,352,2022-08-01 22:00:00,23164.79048445262,0.0,1.1862178109416845,0.0014666515618065095,Short,Closed,176
177,177,0,0.03521568167345818,353,2022-08-05 16:00:00,23034.21651223137,0.0,354,2022-08-05 21:00:00,23106.31352417769,0.0,2.538945422309098,0.003129996277843239,Long,Closed,177
178,178,0,0.038506447518104746,355,2022-08-20 08:00:00,21197.580658488307,0.0,356,2022-08-20 17:00:00,21257.17941316026,0.0,-2.294936318919895,-0.0028115828703350527,Short,Closed,178
179,179,0,0.03780971072321665,357,2022-08-22 04:00:00,21466.80413507224,0.0,358,2022-08-22 10:00:00,21280.11251852144,0.0,-7.058756016235407,-0.008696758743225522,Long,Closed,179
180,180,0,0.03980932990643297,359,2022-08-28 06:00:00,20033.900202316247,0.0,360,2022-08-28 15:00:00,20021.939557352744,0.0,0.4761452612457333,0.0005970202927395189,Short,Closed,180
181,181,0,0.03730016530853899,361,2022-09-10 16:00:00,21407.10172151055,0.0,362,2022-09-11 03:00:00,21542.413811604405,0.0,5.047163328744773,0.006320897235607128,Long,Closed,181
182,182,0,0.04093520713944397,363,2022-09-16 05:00:00,19752.746258059506,0.0,364,2022-09-16 11:00:00,19867.802927212,0.0,-4.709868584531932,-0.005824844183656311,Short,Closed,182
183,183,0,0.04145296465253827,365,2022-10-02 06:00:00,19278.79053226038,0.0,366,2022-10-02 16:00:00,19201.319890935032,0.0,3.211387756469094,0.00401843887435319,Short,Closed,183
184,184,0,0.0398829978432143,367,2022-10-05 05:00:00,20198.727316268672,0.0,368,2022-10-05 11:00:00,20027.38385909067,0.0,-6.833690733079152,-0.008482883822090967,Long,Closed,184
185,185,0,0.03807096212593687,369,2022-10-27 04:00:00,20801.113822777366,0.0,370,2022-10-27 17:00:00,20583.600519541626,0.0,-8.280940729375402,-0.010456810394334009,Long,Closed,185
186,186,0,0.036223934494413516,371,2022-11-05 11:00:00,21404.53669341425,0.0,372,2022-11-05 19:00:00,21331.114258433965,0.0,-2.6596494751462387,-0.0034302277144301497,Long,Closed,186
187,187,0,0.03716132354700698,373,2022-11-07 13:00:00,20721.46959838936,0.0,374,2022-11-07 19:00:00,20847.44440117617,0.0,-4.681390405130969,-0.0060794338060173,Short,Closed,187
188,188,0,0.04170251686716584,375,2022-11-09 07:00:00,18240.49271961005,0.0,376,2022-11-09 12:00:00,17620.719244961314,0.0,25.84611378036095,0.03397789106773575,Short,Closed,188
189,189,0,0.04955977950235206,377,2022-11-23 17:00:00,16391.6524856032,0.0,378,2022-11-24 00:00:00,16563.93026719229,0.0,8.538048868709552,0.010510092361975056,Long,Closed,189
190,190,0,0.04964815056563875,379,2022-12-27 23:00:00,16706.418489979933,0.0,380,2022-12-28 04:00:00,16660.450536004486,0.0,2.2822239001673097,0.0027515145752524187,Short,Closed,190
